customer_id,trans_date,tran_amount
FM2837,2017-03-20,92
FM5400,2017-02-17,40
FM2294,2019-05-06,84
FM1290,2018-01-07,63
FM1365,2018-12-09,49
FM1280,2018-03-01,37
FM3209,2018-01-21,84
FM5383,2017-12-07,104
FM1419,2018-02-28,64
FM1837,2019-10-28,85
FM2438,2016-10-07,60
FM5879,2016-07-06,101
FM4962,2017-03-01,90
FM3635,2016-06-01,97
FM4836,2017-03-04,81
FM2292,2017-01-12,43
FM1398,2017-08-24,101
FM3897,2019-09-13,89
FM4849,2017-05-24,57
FM4292,2016-06-16,98
FM2081,2018-07-20,67
FM5560,2018-09-25,98
FM5417,2019-05-28,87
FM5112,2018-02-14,91
FM4330,2018-12-15,51
FM4876,2019-06-28,69
FM4114,2017-07-02,74
FM4504,2017-05-02,85
FM1712,2019-01-26,70
FM1264,2019-12-13,101
FM3861,2016-04-14,69
FM3345,2018-06-20,44
FM2223,2016-03-10,50
FM1632,2018-05-13,87
FM1581,2018-06-10,86
FM2749,2016-06-18,46
FM2641,2019-05-09,45
FM5976,2018-12-30,75
FM2132,2019-05-17,47
FM2631,2016-05-26,91
FM4417,2018-08-18,48
FM1273,2016-08-16,60
FM1260,2017-12-13,71
FM2972,2016-10-16,56
FM2424,2016-02-29,79
FM4903,2018-07-04,61
FM4280,2019-04-05,96
FM5916,2016-11-17,37
FM4537,2018-03-12,54
FM5629,2016-03-05,104
FM4882,2017-08-21,86
FM4811,2016-04-27,50
FM2690,2017-09-04,57
FM4349,2018-11-13,89
FM5632,2016-04-30,50
FM4457,2018-10-29,86
FM5238,2019-11-10,45
FM2741,2019-12-08,59
FM1728,2019-02-26,104
FM4859,2017-10-22,64
FM5304,2019-07-16,36
FM4044,2018-05-28,39
FM5185,2017-06-23,86
FM2603,2018-04-12,103
FM3093,2018-05-03,36
FM1974,2016-07-10,99
FM1887,2018-06-14,52
FM6004,2019-06-14,100
FM4696,2018-02-01,91
FM4529,2018-08-25,70
FM5036,2019-06-29,63
FM1580,2017-03-23,91
FM1761,2018-08-21,105
FM5057,2017-07-30,70
FM2652,2019-03-21,53
FM2351,2017-10-29,45
FM3021,2018-05-15,60
FM1621,2017-02-12,77
FM3463,2019-07-30,46
FM3472,2016-09-10,67
FM4570,2018-08-07,76
FM2877,2016-12-07,43
FM2513,2016-11-27,82
FM4119,2017-12-30,55
FM5488,2019-11-01,40
FM2245,2019-11-23,52
FM5292,2017-04-22,39
FM3260,2018-06-02,92
FM5786,2017-11-22,40
FM5008,2018-05-27,97
FM2506,2016-07-05,51
FM1534,2017-11-21,58
FM4139,2018-04-16,86
FM1320,2017-07-23,70
FM2586,2018-11-05,48
FM4887,2019-03-01,58
FM1655,2017-06-11,70
FM5250,2017-06-04,79
FM3237,2017-01-28,87
FM2174,2018-10-25,103
FM2143,2017-03-25,91
FM3383,2016-09-07,40
FM5136,2016-07-04,100
FM5390,2018-06-15,60
FM1712,2017-01-17,95
FM4500,2019-07-12,53
FM2227,2019-05-28,46
FM5530,2017-02-24,56
FM1323,2016-04-13,69
FM4835,2017-05-08,51
FM1502,2019-12-11,53
FM4871,2019-08-11,85
FM2889,2018-03-26,99
FM2331,2019-07-23,67
FM1938,2018-10-13,53
FM1177,2018-01-27,66
FM5077,2019-10-24,61
FM3441,2017-01-26,58
FM1680,2019-04-30,46
FM3460,2018-07-14,99
FM2153,2017-11-27,47
FM4799,2017-09-07,36
FM1124,2017-11-07,41
FM1812,2019-06-03,95
FM1384,2016-06-28,92
FM2142,2018-09-30,84
FM2912,2019-09-21,66
FM4217,2019-09-02,83
FM5649,2017-07-02,46
FM5497,2018-12-14,84
FM4734,2017-01-15,46
FM2314,2019-08-04,50
FM2815,2017-04-02,69
FM2619,2017-08-22,80
FM5899,2017-06-21,55
FM2152,2018-11-11,48
FM2590,2017-03-04,73
FM6103,2016-09-21,60
FM1823,2016-11-29,65
FM4339,2017-05-24,62
FM3609,2019-09-20,70
FM4604,2018-05-09,85
FM2495,2018-03-20,65
FM1116,2019-05-25,90
FM4638,2019-06-17,40
FM3753,2016-04-12,104
FM1541,2018-07-06,91
FM1569,2018-04-20,92
FM1612,2018-12-22,84
FM3073,2016-02-19,61
FM4798,2016-04-01,54
FM2237,2017-03-24,85
FM5525,2019-11-08,86
FM4871,2019-05-26,76
FM5131,2018-08-18,94
FM5658,2019-02-14,80
FM3099,2016-04-19,69
FM5255,2017-07-06,94
FM3682,2019-03-22,94
FM5452,2019-03-29,100
FM2697,2019-02-28,75
FM4311,2017-07-21,96
FM5345,2018-07-03,58
FM1869,2018-08-01,38
FM5872,2017-07-25,56
FM3475,2017-06-04,75
FM4553,2018-11-11,83
FM5129,2016-10-02,85
FM3841,2019-04-30,43
FM5779,2018-04-09,88
FM5430,2019-07-12,75
FM5942,2018-08-08,69
FM3500,2019-06-11,84
FM2702,2018-09-21,92
FM2331,2019-01-29,35
FM3083,2017-07-05,91
FM3730,2017-08-18,69
FM2061,2019-12-13,35
FM3893,2019-05-24,70
FM3253,2016-03-29,70
FM3677,2019-04-04,50
FM2374,2017-09-23,70
FM5910,2017-09-12,86
FM3511,2017-08-11,87
FM3026,2018-09-05,50
FM3144,2017-01-26,49
FM4461,2019-04-08,50
FM1825,2017-09-23,80
FM5654,2017-04-11,56
FM3609,2019-10-07,53
FM4964,2017-02-17,36
FM3844,2016-03-19,75
FM2295,2019-03-11,81
FM5872,2019-06-17,101
FM5316,2018-01-25,78
FM2792,2019-09-01,37
FM1957,2017-09-26,88
FM5595,2019-07-10,74
FM6096,2017-05-13,70
FM3430,2018-02-06,39
FM2525,2019-08-08,75
FM3034,2016-10-09,60
FM4446,2017-08-20,95
FM5868,2018-10-25,103
FM2945,2018-11-04,80
FM2449,2018-06-05,58
FM2831,2019-01-01,50
FM5851,2018-05-06,89
FM2374,2018-05-28,40
FM5051,2018-09-20,90
FM3929,2019-08-08,92
FM3637,2019-11-08,43
FM5583,2017-09-20,63
FM2592,2019-07-02,38
FM5489,2019-01-04,63
FM5566,2017-03-06,65
FM5259,2019-01-13,49
FM3450,2018-03-25,45
FM5880,2018-03-12,60
FM5590,2016-05-18,77
FM4998,2017-04-04,66
FM2155,2016-03-17,94
FM1399,2019-03-30,91
FM5846,2019-05-25,70
FM4725,2018-08-04,85
FM1209,2019-11-23,61
FM3278,2018-04-10,96
FM6111,2017-10-17,53
FM5371,2016-09-30,39
FM5281,2018-06-10,98
FM2197,2018-02-12,64
FM4369,2017-02-22,90
FM4966,2017-12-06,44
FM3459,2016-05-27,36
FM5681,2017-12-20,72
FM1832,2017-02-17,103
FM2404,2019-04-30,82
FM2176,2016-04-19,40
FM1968,2019-12-04,104
FM2699,2016-07-29,72
FM5459,2016-12-20,93
FM4497,2017-02-26,71
FM5330,2018-07-07,46
FM1860,2019-03-11,44
FM1280,2018-05-27,35
FM3453,2018-11-28,92
FM5014,2017-08-08,74
FM5911,2016-09-08,95
FM4959,2018-03-23,103
FM4070,2018-09-29,52
FM4038,2017-08-11,71
FM5453,2017-09-29,80
FM4671,2016-12-19,76
FM4505,2017-04-30,38
FM5894,2019-10-08,53
FM3912,2017-02-11,71
FM3212,2019-08-17,70
FM3375,2016-08-16,93
FM2541,2017-01-30,50
FM3166,2016-08-08,57
FM2089,2019-11-09,101
FM1357,2018-08-28,60
FM4164,2016-12-26,82
FM4086,2019-05-24,39
FM5963,2019-08-14,92
FM1497,2018-05-28,94
FM5888,2018-04-29,87
FM3873,2019-04-08,78
FM4056,2018-11-07,96
FM3135,2018-05-06,65
FM5978,2017-08-19,50
FM4354,2016-11-23,86
FM2598,2019-03-01,37
FM5556,2019-07-11,57
FM1772,2019-05-16,84
FM5529,2019-05-23,41
FM3552,2019-03-07,104
FM3470,2019-10-12,74
FM2544,2018-11-21,43
FM5913,2018-10-31,90
FM1301,2017-12-22,70
FM6058,2019-02-22,56
FM6046,2019-04-10,40
FM3531,2019-11-10,47
FM3959,2016-06-17,99
FM5166,2017-11-27,105
FM4844,2017-06-19,47
FM2984,2017-12-11,89
FM3233,2018-02-22,77
FM1365,2016-05-07,37
FM4547,2018-07-09,61
FM2062,2016-11-01,82
FM3073,2016-05-22,87
FM4993,2018-11-05,39
FM4693,2019-08-21,56
FM3939,2016-11-21,63
FM4845,2017-07-06,52
FM4701,2018-07-02,101
FM2120,2018-12-12,103
FM1843,2017-02-08,83
FM2295,2017-06-13,97
FM5119,2019-01-25,57
FM4758,2019-10-28,55
FM2291,2018-02-28,50
FM2700,2016-07-23,48
FM4471,2019-02-01,64
FM4975,2019-07-16,38
FM5708,2017-04-16,64
FM4650,2017-03-03,63
FM4001,2018-03-28,54
FM3816,2018-01-11,83
FM1326,2016-03-04,61
FM3634,2018-04-18,64
FM5259,2019-09-24,50
FM5125,2018-07-13,44
FM4811,2018-05-28,93
FM5911,2016-06-20,57
FM1879,2017-01-07,41
FM3638,2018-03-28,99
FM5147,2017-06-09,64
FM4289,2016-07-24,52
FM3668,2017-02-28,77
FM5519,2016-11-27,35
FM4507,2019-07-29,54
FM3276,2016-11-22,95
FM2993,2016-11-22,92
FM2250,2018-11-09,59
FM1395,2017-09-25,87
FM5801,2016-05-22,90
FM4872,2018-11-11,77
FM2629,2016-10-10,98
FM5508,2016-05-01,48
FM2045,2016-12-25,64
FM4150,2016-12-06,51
FM5383,2016-04-07,40
FM2715,2018-03-23,55
FM5030,2018-12-18,78
FM4234,2017-04-28,56
FM1643,2019-08-22,103
FM3419,2019-07-08,42
FM4786,2018-04-20,56
FM3594,2019-08-26,48
FM3075,2018-08-28,39
FM2467,2017-10-08,52
FM2257,2017-10-16,69
FM5567,2016-12-15,78
FM5177,2018-09-03,47
FM4769,2017-08-03,72
FM4500,2017-02-25,98
FM4262,2019-11-11,97
FM4222,2019-02-25,75
FM4714,2018-11-05,68
FM4169,2019-04-21,61
FM1208,2019-10-20,60
FM2695,2019-08-11,62
FM3834,2018-07-04,61
FM5161,2017-08-17,73
FM1853,2019-05-02,69
FM1821,2016-11-01,47
FM2807,2016-02-29,63
FM3121,2019-07-10,92
FM4033,2017-06-20,46
FM2852,2019-06-19,58
FM3614,2017-03-08,90
FM3720,2016-04-17,100
FM3532,2017-03-20,82
FM6039,2016-07-30,52
FM2886,2019-09-02,36
FM2961,2017-09-19,101
FM2722,2018-07-18,48
FM3259,2017-12-24,81
FM4970,2017-08-03,97
FM1523,2017-01-09,83
FM5991,2018-09-13,62
FM1886,2017-11-21,40
FM5443,2017-10-26,85
FM2673,2018-12-13,99
FM3799,2018-05-23,87
FM4665,2019-06-18,86
FM1344,2018-02-06,80
FM5117,2018-12-18,54
FM2540,2018-09-14,64
FM2238,2017-10-04,88
FM5538,2017-05-22,104
FM4618,2019-04-27,97
FM3482,2017-03-16,81
FM5111,2019-08-16,75
FM5858,2016-05-23,82
FM2992,2018-02-12,96
FM1135,2018-05-01,40
FM2918,2018-01-10,58
FM4762,2017-02-19,54
FM2975,2017-03-21,104
FM4741,2017-03-27,45
FM2474,2018-11-27,69
FM2370,2016-05-05,80
FM5985,2016-09-09,87
FM4598,2019-06-28,37
FM5360,2019-05-28,39
FM2170,2019-10-07,41
FM4280,2019-03-19,92
FM5707,2018-04-14,105
FM3789,2016-07-23,74
FM5273,2017-12-08,43
FM5936,2016-10-21,94
FM2426,2016-08-02,46
FM5596,2018-06-25,94
FM5144,2017-11-12,57
FM1551,2016-09-01,93
FM3682,2017-09-20,61
FM2282,2018-07-10,75
FM4617,2019-09-05,52
FM1500,2018-01-01,96
FM2248,2019-10-02,94
FM1377,2018-06-14,100
FM5611,2019-11-01,76
FM4908,2017-07-07,83
FM4432,2018-07-27,71
FM2020,2016-08-11,78
FM1217,2019-02-13,60
FM5040,2019-10-09,105
FM4101,2017-09-27,64
FM3931,2017-10-18,78
FM5965,2016-05-11,67
FM3825,2019-05-05,45
FM2961,2017-09-01,55
FM3310,2017-02-04,102
FM5364,2019-02-07,56
FM2598,2016-09-27,54
FM3119,2018-10-23,76
FM5316,2018-08-22,103
FM1952,2018-09-15,95
FM4568,2016-04-11,85
FM3724,2017-08-16,56
FM4086,2016-11-26,64
FM4507,2018-05-12,94
FM2050,2019-09-25,48
FM5981,2016-12-30,53
FM3066,2018-11-16,68
FM4315,2016-08-09,83
FM4852,2019-07-10,81
FM4150,2016-12-27,68
FM3721,2019-03-19,94
FM5077,2019-04-18,35
FM5073,2018-05-17,98
FM1321,2019-05-07,99
FM5552,2016-11-26,57
FM4494,2019-01-26,48
FM2358,2017-04-15,64
FM1160,2019-06-10,38
FM3622,2019-04-30,72
FM4690,2019-03-19,37
FM5135,2018-11-18,47
FM5508,2019-07-30,79
FM4263,2019-12-16,52
FM5969,2019-10-31,75
FM2900,2016-09-22,83
FM1851,2019-05-28,91
FM3839,2019-06-15,92
FM3480,2018-05-03,60
FM4923,2016-09-10,45
FM5339,2019-07-27,73
FM1682,2016-02-28,88
FM5632,2017-12-29,44
FM3550,2018-12-08,68
FM5062,2018-07-12,78
FM2888,2017-01-06,77
FM1445,2019-08-09,104
FM4073,2018-05-15,91
FM4345,2017-05-01,97
FM2020,2016-06-11,62
FM4226,2019-07-29,79
FM5059,2019-07-30,81
FM1245,2019-04-14,45
FM4211,2018-05-28,101
FM2097,2016-02-18,41
FM2872,2017-09-22,61
FM4446,2017-01-21,90
FM5626,2019-08-13,93
FM4504,2017-02-19,88
FM4373,2019-11-27,104
FM5344,2017-06-06,68
FM5402,2016-12-23,51
FM5736,2018-05-01,45
FM5783,2016-03-21,101
FM5086,2018-09-25,42
FM3052,2016-09-22,45
FM2671,2019-06-25,93
FM4115,2016-11-27,53
FM2178,2019-02-01,66
FM5763,2016-12-17,102
FM3107,2017-06-14,86
FM5599,2017-07-22,104
FM6004,2019-04-28,94
FM3300,2017-03-12,85
FM3676,2017-10-07,40
FM3372,2018-05-13,100
FM2755,2017-02-13,82
FM2898,2017-05-16,68
FM2212,2017-06-26,46
FM2765,2016-07-15,50
FM3638,2018-12-26,42
FM6099,2019-06-27,35
FM2609,2019-10-26,101
FM5256,2018-02-22,44
FM4980,2016-11-21,76
FM4201,2018-11-20,67
FM1435,2017-05-06,103
FM1776,2019-01-07,35
FM2594,2018-02-07,37
FM5907,2016-03-29,53
FM3632,2018-08-19,86
FM4029,2016-07-15,89
FM5988,2016-09-14,61
FM1969,2019-03-09,47
FM3950,2019-07-18,48
FM3944,2016-10-05,73
FM2285,2017-12-02,38
FM1443,2018-09-25,71
FM1252,2017-11-06,92
FM1251,2019-12-14,66
FM5575,2018-10-11,79
FM4914,2019-08-03,47
FM2459,2018-04-06,43
FM1794,2018-08-14,66
FM3441,2017-07-30,72
FM4467,2019-12-02,72
FM4819,2016-12-12,102
FM2213,2017-01-27,65
FM4541,2016-11-20,71
FM1795,2017-01-17,84
FM1765,2018-02-06,68
FM4611,2017-04-13,46
FM1124,2016-03-27,93
FM4776,2018-08-15,82
FM3142,2019-03-05,104
FM5818,2017-12-18,50
FM1410,2017-03-22,104
FM5364,2018-09-21,53
FM2877,2017-01-02,42
FM2077,2016-03-04,36
FM4812,2016-06-30,82
FM2149,2016-05-23,102
FM5506,2018-07-11,89
FM2269,2018-12-06,64
FM2451,2019-11-24,66
FM4293,2019-03-13,66
FM2682,2017-05-18,71
FM3540,2019-07-12,104
FM4289,2017-10-16,55
FM1983,2019-04-23,104
FM2527,2016-08-26,51
FM3777,2019-07-17,64
FM5538,2019-03-05,63
FM3930,2018-03-11,100
FM2547,2017-12-29,90
FM5326,2019-07-10,98
FM3557,2017-06-27,79
FM3944,2019-04-20,53
FM2061,2018-12-04,46
FM5295,2017-03-03,96
FM5607,2018-01-08,56
FM2563,2017-04-28,52
FM3066,2016-10-31,53
FM3679,2018-06-17,95
FM2621,2019-04-15,71
FM4111,2016-04-28,75
FM4684,2016-06-03,85
FM6013,2018-04-01,63
FM3305,2017-06-14,60
FM5778,2016-10-14,97
FM5851,2018-04-03,56
FM1218,2019-09-12,53
FM3435,2017-05-17,97
FM5315,2016-08-29,56
FM1459,2016-10-01,86
FM4741,2018-01-22,79
FM5310,2016-07-05,82
FM3997,2018-02-17,99
FM1394,2018-12-30,85
FM2259,2019-11-16,59
FM2949,2019-09-05,71
FM4943,2018-07-08,71
FM4894,2018-04-25,101
FM4100,2016-12-06,37
FM5352,2017-01-20,37
FM3739,2017-03-06,84
FM5100,2018-01-05,48
FM3622,2018-09-20,70
FM1352,2017-02-13,58
FM4007,2018-09-23,88
FM5796,2017-04-11,72
FM4839,2018-02-28,92
FM4292,2016-11-01,87
FM4307,2018-04-16,49
FM5284,2019-11-05,36
FM5631,2019-04-29,36
FM2485,2016-12-25,44
FM1884,2017-11-20,37
FM1663,2017-07-01,70
FM5341,2018-08-02,89
FM4694,2018-01-19,37
FM1162,2019-02-20,68
FM3952,2019-04-24,55
FM3077,2016-06-09,103
FM5781,2019-07-04,63
FM6097,2018-12-24,100
FM4538,2019-02-07,71
FM6046,2018-12-05,62
FM2644,2019-10-29,37
FM4880,2018-07-24,35
FM5207,2017-12-03,74
FM4207,2019-07-25,45
FM2171,2019-03-17,43
FM3914,2018-03-23,50
FM4495,2019-10-04,35
FM2885,2018-12-13,91
FM2917,2018-09-07,78
FM5467,2019-07-19,77
FM5896,2017-09-25,81
FM5462,2016-08-29,39
FM1708,2018-07-24,78
FM4234,2018-10-05,97
FM5960,2019-11-18,45
FM4361,2018-05-11,37
FM3297,2018-11-04,85
FM5494,2019-05-17,65
FM3645,2018-07-09,81
FM5119,2016-05-23,93
FM5991,2016-05-29,74
FM5635,2018-01-17,98
FM2577,2018-12-13,41
FM4139,2016-07-27,92
FM1584,2017-12-11,62
FM3697,2018-06-13,45
FM2131,2018-06-18,93
FM5836,2016-12-19,44
FM1559,2017-06-03,81
FM4397,2017-03-06,69
FM4588,2016-05-07,87
FM3095,2016-06-20,56
FM4877,2016-02-25,103
FM4103,2018-09-20,57
FM4721,2016-03-12,39
FM2116,2019-10-30,51
FM3830,2017-07-18,76
FM1900,2018-11-12,50
FM2055,2018-06-03,60
FM4406,2018-12-01,73
FM4329,2017-09-24,97
FM5709,2018-09-15,83
FM4303,2018-02-18,96
FM1619,2017-07-04,58
FM1984,2018-02-16,56
FM2843,2019-02-15,71
FM1820,2016-04-06,105
FM5052,2018-08-27,82
FM1468,2018-02-09,102
FM3349,2017-09-24,79
FM3804,2017-03-05,92
FM1350,2016-04-10,70
FM2215,2019-09-09,79
FM1183,2018-02-19,55
FM1130,2019-11-12,85
FM2475,2018-04-24,35
FM5027,2018-06-19,63
FM4347,2016-05-29,63
FM1383,2018-12-08,63
FM6060,2019-06-22,62
FM1641,2018-09-06,73
FM4015,2019-08-29,69
FM4297,2019-02-28,70
FM2103,2016-06-21,64
FM4363,2016-03-03,52
FM5068,2018-09-15,44
FM2379,2018-09-15,97
FM1797,2018-04-03,38
FM3397,2017-10-10,56
FM4575,2016-08-12,44
FM1980,2017-03-03,93
FM3070,2016-08-13,81
FM4313,2017-11-07,65
FM5869,2016-05-26,52
FM2492,2017-10-25,82
FM5318,2017-08-26,82
FM3668,2017-04-01,76
FM5080,2018-07-06,77
FM1934,2016-08-16,43
FM5512,2016-02-21,80
FM1817,2017-10-31,77
FM5447,2019-04-06,79
FM3891,2017-07-05,41
FM3290,2017-04-24,91
FM2423,2017-10-27,67
FM4959,2019-03-13,51
FM1999,2016-11-29,53
FM4821,2016-03-04,48
FM3335,2016-05-06,80
FM2281,2016-09-17,78
FM3200,2019-07-22,89
FM3430,2018-05-10,104
FM4019,2018-12-23,83
FM4229,2019-05-17,78
FM3450,2019-06-30,46
FM4705,2019-05-17,69
FM5867,2018-01-28,59
FM2726,2018-08-27,99
FM3108,2016-07-30,42
FM3093,2016-05-14,90
FM2571,2017-06-12,38
FM2683,2017-01-30,61
FM2627,2017-07-23,76
FM5066,2016-12-12,73
FM1471,2018-09-02,60
FM4109,2018-07-10,69
FM4595,2017-12-22,66
FM1358,2019-12-05,62
FM1940,2018-08-25,105
FM2022,2016-06-11,69
FM3468,2019-02-10,90
FM2928,2017-08-24,80
FM2414,2018-04-16,55
FM2511,2016-09-08,105
FM4089,2017-12-11,98
FM5518,2017-07-28,70
FM4823,2016-03-30,104
FM3873,2019-11-24,97
FM2116,2017-07-13,52
FM2294,2017-11-28,58
FM5815,2016-06-18,85
FM4054,2017-10-28,64
FM4351,2016-11-24,53
FM2951,2017-10-17,87
FM4707,2018-09-02,43
FM3066,2017-06-01,63
FM1827,2016-04-30,93
FM1949,2018-02-27,101
FM1899,2018-07-19,46
FM1567,2019-01-29,86
FM5711,2016-02-29,64
FM3839,2019-02-21,53
FM3382,2018-05-28,53
FM5646,2018-02-10,50
FM5588,2016-10-14,53
FM3464,2017-07-29,72
FM4236,2016-11-23,51
FM4018,2018-01-17,84
FM4819,2018-01-06,40
FM1397,2018-02-26,40
FM5494,2016-11-04,62
FM5518,2016-06-18,93
FM2112,2017-05-17,87
FM1630,2017-09-30,89
FM3013,2018-07-27,46
FM2661,2019-05-23,37
FM4928,2019-04-13,86
FM2161,2017-01-05,98
FM2036,2017-08-08,98
FM1323,2018-10-09,97
FM4500,2017-12-08,62
FM4808,2018-07-04,42
FM1566,2017-08-06,53
FM3410,2017-07-07,63
FM1727,2017-02-25,102
FM1778,2018-12-15,60
FM2605,2017-05-17,97
FM4147,2016-02-29,40
FM3895,2019-03-06,37
FM2290,2019-12-13,49
FM5090,2019-07-25,103
FM5942,2017-07-02,46
FM5278,2019-08-14,83
FM3848,2018-05-26,86
FM5346,2017-02-19,101
FM4634,2018-06-26,50
FM1921,2018-02-08,84
FM4256,2016-09-22,70
FM3863,2016-06-02,42
FM3848,2018-02-17,45
FM2459,2019-05-14,45
FM4871,2018-03-11,35
FM4449,2017-03-14,46
FM4659,2019-04-18,101
FM4868,2018-07-13,82
FM6038,2018-01-26,70
FM3526,2017-03-26,91
FM3357,2019-01-20,51
FM2497,2019-02-22,63
FM4694,2019-08-18,71
FM5821,2019-05-06,71
FM2657,2019-11-04,50
FM1617,2016-11-06,84
FM2802,2017-05-05,84
FM6086,2019-08-26,92
FM3632,2017-09-10,100
FM2605,2019-02-27,73
FM3999,2019-04-21,93
FM4912,2016-06-28,96
FM3591,2019-05-25,49
FM3817,2017-01-29,41
FM1384,2016-12-27,46
FM4532,2019-10-21,42
FM5773,2017-05-05,38
FM5714,2017-03-27,66
FM2752,2016-03-26,102
FM3868,2019-02-10,56
FM4981,2016-08-15,49
FM3006,2018-08-13,99
FM3701,2016-04-01,81
FM1549,2016-10-24,95
FM3726,2016-12-12,95
FM5835,2019-02-19,44
FM5766,2016-09-25,67
FM5672,2018-04-30,90
FM1148,2018-12-21,38
FM2815,2017-12-26,58
FM5259,2016-04-07,78
FM2971,2016-07-21,42
FM2112,2018-03-03,89
FM3210,2018-09-25,93
FM4381,2019-02-04,63
FM1593,2017-09-01,74
FM3362,2019-05-08,67
FM5818,2016-08-08,76
FM2291,2019-12-03,47
FM4146,2017-12-01,36
FM6031,2018-02-05,68
FM3029,2017-03-30,48
FM1308,2016-05-21,50
FM3673,2019-10-13,99
FM2346,2016-05-01,37
FM4693,2019-08-16,70
FM1670,2016-02-28,86
FM4545,2017-12-08,54
FM1795,2019-08-06,90
FM5098,2016-05-21,39
FM5862,2018-07-27,95
FM5303,2016-11-23,43
FM1856,2016-11-29,93
FM2636,2018-12-07,98
FM1189,2018-02-27,44
FM1995,2018-10-08,67
FM5592,2017-12-09,44
FM4994,2019-11-27,44
FM3702,2019-10-10,71
FM3840,2017-12-19,84
FM1373,2018-03-18,36
FM2829,2017-09-16,71
FM6111,2019-02-26,38
FM4483,2016-05-07,54
FM4477,2017-03-03,97
FM3550,2016-06-20,46
FM1163,2018-11-06,102
FM2174,2018-04-16,68
FM1548,2016-11-24,75
FM5729,2019-09-05,43
FM3259,2017-06-17,97
FM6066,2016-12-28,50
FM5130,2019-07-30,59
FM1373,2019-03-04,93
FM2922,2016-05-08,94
FM5235,2018-04-30,84
FM4446,2017-03-28,99
FM4118,2017-08-15,71
FM5642,2016-08-03,71
FM4597,2018-02-11,86
FM5948,2017-05-08,46
FM3756,2017-06-22,42
FM5106,2016-09-10,78
FM5965,2016-08-12,52
FM4772,2018-10-21,43
FM4054,2016-05-20,92
FM2968,2017-10-20,36
FM2501,2019-01-18,50
FM2604,2017-04-18,70
FM2098,2018-08-30,58
FM2210,2017-10-07,76
FM1566,2016-02-28,82
FM1138,2016-06-26,67
FM5545,2017-04-25,100
FM5466,2017-11-27,40
FM5222,2017-02-10,35
FM5292,2019-07-10,68
FM3798,2017-10-11,53
FM4521,2017-01-20,72
FM2775,2017-06-15,75
FM2000,2017-10-10,55
FM1164,2017-10-03,99
FM3464,2019-11-16,81
FM5645,2019-02-11,45
FM1550,2017-10-15,84
FM1353,2017-04-19,73
FM1571,2018-09-10,74
FM2201,2019-12-05,42
FM5444,2018-01-03,52
FM1353,2016-12-22,93
FM2754,2018-11-23,96
FM3689,2016-04-23,79
FM4259,2016-12-06,79
FM4493,2016-05-24,105
FM3307,2016-05-29,105
FM3528,2016-06-22,70
FM4873,2017-03-02,96
FM3467,2019-02-21,83
FM5656,2018-03-09,99
FM5652,2018-08-12,70
FM5849,2019-10-17,38
FM3880,2016-07-22,86
FM4176,2019-08-27,41
FM3304,2019-06-03,101
FM2050,2019-08-08,45
FM2317,2017-09-25,74
FM4860,2017-09-03,64
FM2217,2019-04-13,79
FM5791,2016-07-14,40
FM5956,2018-10-20,48
FM5079,2017-11-20,37
FM5267,2016-12-21,76
FM2909,2018-03-29,90
FM1584,2017-10-28,53
FM4111,2019-10-22,92
FM3247,2019-07-17,65
FM3946,2017-09-14,67
FM2403,2019-04-22,63
FM2698,2016-06-15,70
FM3882,2019-04-17,57
FM2944,2017-11-03,74
FM4472,2019-09-24,92
FM3819,2016-08-03,46
FM2830,2016-11-21,58
FM3890,2016-08-07,76
FM1740,2016-08-09,41
FM3328,2019-10-16,81
FM2876,2018-10-06,73
FM1595,2019-08-30,84
FM4453,2016-06-01,56
FM2279,2018-04-14,45
FM4017,2019-11-21,103
FM4535,2019-09-09,81
FM4554,2019-10-25,51
FM3791,2018-11-22,61
FM2762,2018-07-08,46
FM2203,2016-07-28,81
FM5253,2019-08-22,54
FM5964,2017-09-17,74
FM3351,2016-08-24,70
FM3506,2017-06-15,52
FM4687,2018-10-06,88
FM1367,2018-10-21,55
FM5477,2019-03-21,92
FM1638,2017-07-19,101
FM6053,2017-03-22,73
FM4287,2019-02-28,54
FM1489,2016-08-18,51
FM2225,2018-05-27,42
FM5758,2017-08-27,77
FM4485,2017-07-17,67
FM3658,2017-09-07,84
FM5544,2016-08-26,58
FM4072,2019-09-02,46
FM3165,2016-02-23,93
FM3979,2019-05-22,80
FM4708,2018-01-25,72
FM2482,2017-11-06,57
FM5664,2019-04-02,38
FM3000,2016-06-04,89
FM4782,2019-03-04,64
FM5374,2019-03-14,90
FM2189,2018-08-18,42
FM4879,2019-06-28,43
FM4391,2018-11-04,92
FM2837,2019-08-28,37
FM1445,2016-04-23,82
FM3612,2017-08-30,101
FM3112,2017-11-22,58
FM4800,2017-06-14,48
FM1892,2018-03-13,103
FM4068,2019-12-13,61
FM1641,2018-01-20,77
FM5951,2016-06-12,86
FM2310,2017-01-18,84
FM4201,2017-03-06,70
FM4979,2018-05-28,41
FM3730,2019-12-01,100
FM3227,2019-07-17,83
FM5445,2018-08-04,84
FM2288,2017-02-18,79
FM3956,2018-12-10,100
FM1149,2017-02-28,39
FM1804,2018-01-02,90
FM4678,2018-01-02,60
FM1541,2018-07-25,50
FM4218,2018-01-08,72
FM4407,2018-03-16,37
FM4873,2016-03-20,48
FM3996,2016-06-11,48
FM1740,2017-06-14,54
FM1403,2018-11-10,97
